LINEAGE	WHO_LABEL	CONTRIBUTING_LINEAGES	COLOR	variant_category
X	Rekombinant	FY.3.1	#F1CE50	VOC
X	Rekombinant	FY.3.2	#F1CE50	VOC
X	Rekombinant	FY.3.3	#F1CE50	VOC
X	Rekombinant	FY.4	#F1CE50	VOC
X	Rekombinant	FY.4.1	#F1CE50	VOC
X	Rekombinant	FY.4.1.1	#F1CE50	VOC
X	Rekombinant	FY.4.1.2	#F1CE50	VOC
X	Rekombinant	FY.4.2	#F1CE50	VOC
X	Rekombinant	FY.5	#F1CE50	VOC
X	Rekombinant	FY.6	#F1CE50	VOC
X	Rekombinant	FY.7	#F1CE50	VOC
X	Rekombinant	FZ.1	#F1CE50	VOC
X	Rekombinant	FZ.1.1	#F1CE50	VOC
X	Rekombinant	FZ.2	#F1CE50	VOC
X	Rekombinant	GA.1	#F1CE50	VOC
X	Rekombinant	GA.2	#F1CE50	VOC
X	Rekombinant	GA.3	#F1CE50	VOC
X	Rekombinant	GA.4	#F1CE50	VOC
X	Rekombinant	GA.4.1	#F1CE50	VOC
X	Rekombinant	GA.5	#F1CE50	VOC
X	Rekombinant	GA.6	#F1CE50	VOC
X	Rekombinant	GA.6.1	#F1CE50	VOC
X	Rekombinant	GB.1	#F1CE50	VOC
X	Rekombinant	GB.2	#F1CE50	VOC
X	Rekombinant	GC.1	#F1CE50	VOC
X	Rekombinant	GC.2	#F1CE50	VOC
X	Rekombinant	GD.1	#F1CE50	VOC
X	Rekombinant	GD.2	#F1CE50	VOC
X	Rekombinant	GD.3	#F1CE50	VOC
X	Rekombinant	GE.1	#F1CE50	VOC
X	Rekombinant	GE.1.1	#F1CE50	VOC
X	Rekombinant	GE.1.2	#F1CE50	VOC
X	Rekombinant	GE.1.3	#F1CE50	VOC
X	Rekombinant	GF.1	#F1CE50	VOC
X	Rekombinant	GG.1	#F1CE50	VOC
X	Rekombinant	GH.1	#F1CE50	VOC
X	Rekombinant	GJ.1	#F1CE50	VOC
X	Rekombinant	GJ.1.1	#F1CE50	VOC
X	Rekombinant	GJ.1.2	#F1CE50	VOC
X	Rekombinant	GJ.1.2.1	#F1CE50	VOC
X	Rekombinant	GJ.2	#F1CE50	VOC
X	Rekombinant	GJ.3	#F1CE50	VOC
X	Rekombinant	GJ.4	#F1CE50	VOC
X	Rekombinant	GK.1	#F1CE50	VOC
X	Rekombinant	GK.1.1	#F1CE50	VOC
X	Rekombinant	GK.1.2	#F1CE50	VOC
X	Rekombinant	GK.1.3	#F1CE50	VOC
X	Rekombinant	GK.1.4	#F1CE50	VOC
X	Rekombinant	GK.2	#F1CE50	VOC
X	Rekombinant	GK.2.1	#F1CE50	VOC
X	Rekombinant	GK.2.2	#F1CE50	VOC
X	Rekombinant	GK.3	#F1CE50	VOC
X	Rekombinant	GK.3.1	#F1CE50	VOC
X	Rekombinant	GL.1	#F1CE50	VOC
X	Rekombinant	GM.1	#F1CE50	VOC
X	Rekombinant	GM.2	#F1CE50	VOC
X	Rekombinant	GM.3	#F1CE50	VOC
X	Rekombinant	GM.3.1	#F1CE50	VOC
X	Rekombinant	GN.1	#F1CE50	VOC
X	Rekombinant	GN.1.1	#F1CE50	VOC
X	Rekombinant	GN.2	#F1CE50	VOC
X	Rekombinant	GN.3	#F1CE50	VOC
X	Rekombinant	GN.4	#F1CE50	VOC
X	Rekombinant	GN.5	#F1CE50	VOC
X	Rekombinant	GR.1	#F1CE50	VOC
X	Rekombinant	GS.1	#F1CE50	VOC
X	Rekombinant	GS.2	#F1CE50	VOC
X	Rekombinant	GS.3	#F1CE50	VOC
X	Rekombinant	GS.4	#F1CE50	VOC
X	Rekombinant	GS.4.1	#F1CE50	VOC
X	Rekombinant	GT.1	#F1CE50	VOC
X	Rekombinant	GU.1	#F1CE50	VOC
X	Rekombinant	GV.1	#F1CE50	VOC
X	Rekombinant	GW.1	#F1CE50	VOC
X	Rekombinant	GW.1.1	#F1CE50	VOC
X	Rekombinant	GW.2	#F1CE50	VOC
X	Rekombinant	GW.3	#F1CE50	VOC
X	Rekombinant	GW.4	#F1CE50	VOC
X	Rekombinant	GW.5	#F1CE50	VOC
X	Rekombinant	GY.1	#F1CE50	VOC
X	Rekombinant	GY.2	#F1CE50	VOC
X	Rekombinant	GY.2.1	#F1CE50	VOC
X	Rekombinant	GY.3	#F1CE50	VOC
X	Rekombinant	GY.4	#F1CE50	VOC
X	Rekombinant	GY.5	#F1CE50	VOC
X	Rekombinant	GY.6	#F1CE50	VOC
X	Rekombinant	GY.7	#F1CE50	VOC
X	Rekombinant	GY.8	#F1CE50	VOC
X	Rekombinant	GZ.1	#F1CE50	VOC
X	Rekombinant	HA.1	#F1CE50	VOC
X	Rekombinant	HA.2	#F1CE50	VOC
X	Rekombinant	HB.1	#F1CE50	VOC
X	Rekombinant	HC.1	#F1CE50	VOC
X	Rekombinant	HC.2	#F1CE50	VOC
X	Rekombinant	HD.1	#F1CE50	VOC
X	Rekombinant	HD.1.1	#F1CE50	VOC
X	Rekombinant	HE.1	#F1CE50	VOC
X	Rekombinant	HF.1	#F1CE50	VOC
X	Rekombinant	HF.1.1	#F1CE50	VOC
X	Rekombinant	HF.1.2	#F1CE50	VOC
X	Rekombinant	HG.1	#F1CE50	VOC
X	Rekombinant	HG.2	#F1CE50	VOC
X	Rekombinant	HH.1	#F1CE50	VOC
X	Rekombinant	HH.1.1	#F1CE50	VOC
X	Rekombinant	HH.2	#F1CE50	VOC
X	Rekombinant	HJ.1	#F1CE50	VOC
X	Rekombinant	HK.1	#F1CE50	VOC
X	Rekombinant	HK.11	#F1CE50	VOC
X	Rekombinant	HK.2	#F1CE50	VOC
X	Rekombinant	HK.3	#F1CE50	VOC
X	Rekombinant	HK.3.1	#F1CE50	VOC
X	Rekombinant	HK.4	#F1CE50	VOC
X	Rekombinant	HK.5	#F1CE50	VOC
X	Rekombinant	HK.6	#F1CE50	VOC
X	Rekombinant	HK.7	#F1CE50	VOC
X	Rekombinant	HK.8	#F1CE50	VOC
X	Rekombinant	HK.9	#F1CE50	VOC
X	Rekombinant	HL.1	#F1CE50	VOC
X	Rekombinant	HL.2	#F1CE50	VOC
X	Rekombinant	HM.1	#F1CE50	VOC
X	Rekombinant	HN.1	#F1CE50	VOC
X	Rekombinant	HP.1	#F1CE50	VOC
X	Rekombinant	HP.1.1	#F1CE50	VOC
X	Rekombinant	HQ.1	#F1CE50	VOC
X	Rekombinant	HR.1	#F1CE50	VOC
X	Rekombinant	HS.1	#F1CE50	VOC
X	Rekombinant	HS.1.1	#F1CE50	VOC
X	Rekombinant	HT.1	#F1CE50	VOC
X	Rekombinant	HT.2	#F1CE50	VOC
X	Rekombinant	HU.1	#F1CE50	VOC
X	Rekombinant	HU.1.1	#F1CE50	VOC
X	Rekombinant	HU.2	#F1CE50	VOC
X	Rekombinant	HV.1	#F1CE50	VOC
X	Rekombinant	HW.1	#F1CE50	VOC
X	Rekombinant	HW.1.1	#F1CE50	VOC
X	Rekombinant	HY.1	#F1CE50	VOC
X	Rekombinant	HZ.1	#F1CE50	VOC
X	Rekombinant	HZ.2	#F1CE50	VOC
X	Rekombinant	HZ.3	#F1CE50	VOC
X	Rekombinant	JA.1	#F1CE50	VOC
X	Rekombinant	JB.1	#F1CE50	VOC
X	Rekombinant	JB.2	#F1CE50	VOC
X	Rekombinant	JB.2.1	#F1CE50	VOC
X	Rekombinant	JC.1	#F1CE50	VOC
X	Rekombinant	JD.1	#F1CE50	VOC
X	Rekombinant	JD.1.1	#F1CE50	VOC
X	Rekombinant	JD.1.2	#F1CE50	VOC
X	Rekombinant	JE.1	#F1CE50	VOC
X	Rekombinant	JF.1	#F1CE50	VOC
X	Rekombinant	JF.2	#F1CE50	VOC
X	Rekombinant	JG.1	#F1CE50	VOC
X	Rekombinant	JG.2	#F1CE50	VOC
X	Rekombinant	JJ.1	#F1CE50	VOC
X	Rekombinant	JK.1	#F1CE50	VOC
X	Rekombinant	XA	#F1CE50	VOC
X	Rekombinant	XAA	#F1CE50	VOC
X	Rekombinant	XAB	#F1CE50	VOC
X	Rekombinant	XAC	#F1CE50	VOC
X	Rekombinant	XAD	#F1CE50	VOC
X	Rekombinant	XAE	#F1CE50	VOC
X	Rekombinant	XAF	#F1CE50	VOC
X	Rekombinant	XAG	#F1CE50	VOC
X	Rekombinant	XAH	#F1CE50	VOC
X	Rekombinant	XAJ	#F1CE50	VOC
X	Rekombinant	XAK	#F1CE50	VOC
X	Rekombinant	XAL	#F1CE50	VOC
X	Rekombinant	XAM	#F1CE50	VOC
X	Rekombinant	XAN	#F1CE50	VOC
X	Rekombinant	XAP	#F1CE50	VOC
X	Rekombinant	XAQ	#F1CE50	VOC
X	Rekombinant	XAR	#F1CE50	VOC
X	Rekombinant	XAS	#F1CE50	VOC
X	Rekombinant	XAT	#F1CE50	VOC
X	Rekombinant	XAU	#F1CE50	VOC
X	Rekombinant	XAV	#F1CE50	VOC
X	Rekombinant	XAW	#F1CE50	VOC
X	Rekombinant	XAY	#F1CE50	VOC
X	Rekombinant	XAY.1	#F1CE50	VOC
X	Rekombinant	XAY.1.1	#F1CE50	VOC
X	Rekombinant	XAY.1.1.1	#F1CE50	VOC
X	Rekombinant	XAY.1.1.2	#F1CE50	VOC
X	Rekombinant	XAY.1.1.3	#F1CE50	VOC
X	Rekombinant	XAY.1.2	#F1CE50	VOC
X	Rekombinant	XAY.2	#F1CE50	VOC
X	Rekombinant	XAY.2.1	#F1CE50	VOC
X	Rekombinant	XAY.2.2	#F1CE50	VOC
X	Rekombinant	XAY.2.3	#F1CE50	VOC
X	Rekombinant	XAY.3	#F1CE50	VOC
X	Rekombinant	XAZ	#F1CE50	VOC
X	Rekombinant	XB	#F1CE50	VOC
X	Rekombinant	XBA	#F1CE50	VOC
X	Rekombinant	XBB	#F1CE50	VOC
X	Rekombinant	XBB.1	#F1CE50	VOC
X	Rekombinant	XBB.1.1	#F1CE50	VOC
X	Rekombinant	XBB.1.10	#F1CE50	VOC
X	Rekombinant	XBB.1.11	#F1CE50	VOC
X	Rekombinant	XBB.1.11.1	#F1CE50	VOC
X	Rekombinant	XBB.1.12	#F1CE50	VOC
X	Rekombinant	XBB.1.12.1	#F1CE50	VOC
X	Rekombinant	XBB.1.13	#F1CE50	VOC
X	Rekombinant	XBB.1.13.1	#F1CE50	VOC
X	Rekombinant	XBB.1.14	#F1CE50	VOC
X	Rekombinant	XBB.1.14.1	#F1CE50	VOC
X	Rekombinant	XBB.1.15	#F1CE50	VOC
X	Rekombinant	XBB.1.15.1	#F1CE50	VOC
X	Rekombinant	XBB.1.16	#F1CE50	VOC
X	Rekombinant	XBB.1.16.1	#F1CE50	VOC
X	Rekombinant	XBB.1.16.10	#F1CE50	VOC
X	Rekombinant	XBB.1.16.11	#F1CE50	VOC
X	Rekombinant	XBB.1.16.12	#F1CE50	VOC
X	Rekombinant	XBB.1.16.13	#F1CE50	VOC
X	Rekombinant	XBB.1.16.14	#F1CE50	VOC
X	Rekombinant	XBB.1.16.15	#F1CE50	VOC
X	Rekombinant	XBB.1.16.16	#F1CE50	VOC
X	Rekombinant	XBB.1.16.17	#F1CE50	VOC
X	Rekombinant	XBB.1.16.18	#F1CE50	VOC
X	Rekombinant	XBB.1.16.19	#F1CE50	VOC
X	Rekombinant	XBB.1.16.2	#F1CE50	VOC
X	Rekombinant	XBB.1.16.20	#F1CE50	VOC
X	Rekombinant	XBB.1.16.21	#F1CE50	VOC
X	Rekombinant	XBB.1.16.22	#F1CE50	VOC
X	Rekombinant	XBB.1.16.23	#F1CE50	VOC
X	Rekombinant	XBB.1.16.24	#F1CE50	VOC
X	Rekombinant	XBB.1.16.3	#F1CE50	VOC
X	Rekombinant	XBB.1.16.4	#F1CE50	VOC
X	Rekombinant	XBB.1.16.5	#F1CE50	VOC
X	Rekombinant	XBB.1.16.6	#F1CE50	VOC
X	Rekombinant	XBB.1.16.7	#F1CE50	VOC
X	Rekombinant	XBB.1.16.8	#F1CE50	VOC
X	Rekombinant	XBB.1.16.9	#F1CE50	VOC
X	Rekombinant	XBB.1.17	#F1CE50	VOC
X	Rekombinant	XBB.1.17.1	#F1CE50	VOC
X	Rekombinant	XBB.1.17.2	#F1CE50	VOC
X	Rekombinant	XBB.1.18	#F1CE50	VOC
X	Rekombinant	XBB.1.18.1	#F1CE50	VOC
X	Rekombinant	XBB.1.19	#F1CE50	VOC
X	Rekombinant	XBB.1.19.1	#F1CE50	VOC
X	Rekombinant	XBB.1.19.2	#F1CE50	VOC
X	Rekombinant	XBB.1.2	#F1CE50	VOC
X	Rekombinant	XBB.1.20	#F1CE50	VOC
X	Rekombinant	XBB.1.21	#F1CE50	VOC
X	Rekombinant	XBB.1.22	#F1CE50	VOC
X	Rekombinant	XBB.1.22.1	#F1CE50	VOC
X	Rekombinant	XBB.1.22.2	#F1CE50	VOC
X	Rekombinant	XBB.1.22.3	#F1CE50	VOC
X	Rekombinant	XBB.1.23	#F1CE50	VOC
X	Rekombinant	XBB.1.24	#F1CE50	VOC
X	Rekombinant	XBB.1.24.1	#F1CE50	VOC
X	Rekombinant	XBB.1.24.2	#F1CE50	VOC
X	Rekombinant	XBB.1.24.3	#F1CE50	VOC
X	Rekombinant	XBB.1.25	#F1CE50	VOC
X	Rekombinant	XBB.1.26	#F1CE50	VOC
X	Rekombinant	XBB.1.27	#F1CE50	VOC
X	Rekombinant	XBB.1.28	#F1CE50	VOC
X	Rekombinant	XBB.1.28.1	#F1CE50	VOC
X	Rekombinant	XBB.1.29	#F1CE50	VOC
X	Rekombinant	XBB.1.3	#F1CE50	VOC
X	Rekombinant	XBB.1.30	#F1CE50	VOC
X	Rekombinant	XBB.1.31	#F1CE50	VOC
X	Rekombinant	XBB.1.31.1	#F1CE50	VOC
X	Rekombinant	XBB.1.31.2	#F1CE50	VOC
X	Rekombinant	XBB.1.32	#F1CE50	VOC
X	Rekombinant	XBB.1.32.1	#F1CE50	VOC
X	Rekombinant	XBB.1.33	#F1CE50	VOC
X	Rekombinant	XBB.1.34	#F1CE50	VOC
X	Rekombinant	XBB.1.34.1	#F1CE50	VOC
X	Rekombinant	XBB.1.34.2	#F1CE50	VOC
X	Rekombinant	XBB.1.35	#F1CE50	VOC
X	Rekombinant	XBB.1.36	#F1CE50	VOC
X	Rekombinant	XBB.1.37	#F1CE50	VOC
X	Rekombinant	XBB.1.37.1	#F1CE50	VOC
X	Rekombinant	XBB.1.38	#F1CE50	VOC
X	Rekombinant	XBB.1.38.1	#F1CE50	VOC
X	Rekombinant	XBB.1.39	#F1CE50	VOC
X	Rekombinant	XBB.1.4	#F1CE50	VOC
X	Rekombinant	XBB.1.4.1	#F1CE50	VOC
X	Rekombinant	XBB.1.4.2	#F1CE50	VOC
X	Rekombinant	XBB.1.40	#F1CE50	VOC
X	Rekombinant	XBB.1.41	#F1CE50	VOC
X	Rekombinant	XBB.1.41.1	#F1CE50	VOC
X	Rekombinant	XBB.1.41.2	#F1CE50	VOC
X	Rekombinant	XBB.1.42	#F1CE50	VOC
X	Rekombinant	XBB.1.42.1	#F1CE50	VOC
X	Rekombinant	XBB.1.42.2	#F1CE50	VOC
X	Rekombinant	XBB.1.43	#F1CE50	VOC
X	Rekombinant	XBB.1.43.1	#F1CE50	VOC
X	Rekombinant	XBB.1.44	#F1CE50	VOC
X	Rekombinant	XBB.1.44.1	#F1CE50	VOC
X	Rekombinant	XBB.1.45	#F1CE50	VOC
X	Rekombinant	XBB.1.45.1	#F1CE50	VOC
X	Rekombinant	XBB.1.46	#F1CE50	VOC
X	Rekombinant	XBB.1.47	#F1CE50	VOC
X	Rekombinant	XBB.1.47.1	#F1CE50	VOC
X	Rekombinant	XBB.1.48	#F1CE50	VOC
X	Rekombinant	XBB.1.49	#F1CE50	VOC
X	Rekombinant	XBB.1.5	#F1CE50	VOC
X	Rekombinant	XBB.1.5.1	#F1CE50	VOC
X	Rekombinant	XBB.1.5.10	#F1CE50	VOC
X	Rekombinant	XBB.1.5.100	#F1CE50	VOC
X	Rekombinant	XBB.1.5.101	#F1CE50	VOC
X	Rekombinant	XBB.1.5.102	#F1CE50	VOC
X	Rekombinant	XBB.1.5.103	#F1CE50	VOC
X	Rekombinant	XBB.1.5.104	#F1CE50	VOC
X	Rekombinant	XBB.1.5.105	#F1CE50	VOC
X	Rekombinant	XBB.1.5.11	#F1CE50	VOC
X	Rekombinant	XBB.1.5.12	#F1CE50	VOC
X	Rekombinant	XBB.1.5.13	#F1CE50	VOC
X	Rekombinant	XBB.1.5.14	#F1CE50	VOC
X	Rekombinant	XBB.1.5.15	#F1CE50	VOC
X	Rekombinant	XBB.1.5.16	#F1CE50	VOC
X	Rekombinant	XBB.1.5.17	#F1CE50	VOC
X	Rekombinant	XBB.1.5.18	#F1CE50	VOC
X	Rekombinant	XBB.1.5.19	#F1CE50	VOC
X	Rekombinant	XBB.1.5.2	#F1CE50	VOC
X	Rekombinant	XBB.1.5.20	#F1CE50	VOC
X	Rekombinant	XBB.1.5.21	#F1CE50	VOC
X	Rekombinant	XBB.1.5.22	#F1CE50	VOC
X	Rekombinant	XBB.1.5.23	#F1CE50	VOC
X	Rekombinant	XBB.1.5.24	#F1CE50	VOC
X	Rekombinant	XBB.1.5.25	#F1CE50	VOC
X	Rekombinant	XBB.1.5.26	#F1CE50	VOC
X	Rekombinant	XBB.1.5.27	#F1CE50	VOC
X	Rekombinant	XBB.1.5.28	#F1CE50	VOC
X	Rekombinant	XBB.1.5.29	#F1CE50	VOC
X	Rekombinant	XBB.1.5.3	#F1CE50	VOC
X	Rekombinant	XBB.1.5.30	#F1CE50	VOC
X	Rekombinant	XBB.1.5.31	#F1CE50	VOC
X	Rekombinant	XBB.1.5.32	#F1CE50	VOC
X	Rekombinant	XBB.1.5.33	#F1CE50	VOC
X	Rekombinant	XBB.1.5.34	#F1CE50	VOC
X	Rekombinant	XBB.1.5.35	#F1CE50	VOC
X	Rekombinant	XBB.1.5.36	#F1CE50	VOC
X	Rekombinant	XBB.1.5.37	#F1CE50	VOC
X	Rekombinant	XBB.1.5.38	#F1CE50	VOC
X	Rekombinant	XBB.1.5.39	#F1CE50	VOC
X	Rekombinant	XBB.1.5.4	#F1CE50	VOC
X	Rekombinant	XBB.1.5.40	#F1CE50	VOC
X	Rekombinant	XBB.1.5.41	#F1CE50	VOC
X	Rekombinant	XBB.1.5.42	#F1CE50	VOC
X	Rekombinant	XBB.1.5.43	#F1CE50	VOC
X	Rekombinant	XBB.1.5.44	#F1CE50	VOC
X	Rekombinant	XBB.1.5.45	#F1CE50	VOC
X	Rekombinant	XBB.1.5.46	#F1CE50	VOC
X	Rekombinant	XBB.1.5.47	#F1CE50	VOC
X	Rekombinant	XBB.1.5.48	#F1CE50	VOC
X	Rekombinant	XBB.1.5.49	#F1CE50	VOC
X	Rekombinant	XBB.1.5.5	#F1CE50	VOC
X	Rekombinant	XBB.1.5.50	#F1CE50	VOC
X	Rekombinant	XBB.1.5.51	#F1CE50	VOC
X	Rekombinant	XBB.1.5.52	#F1CE50	VOC
X	Rekombinant	XBB.1.5.53	#F1CE50	VOC
X	Rekombinant	XBB.1.5.54	#F1CE50	VOC
X	Rekombinant	XBB.1.5.55	#F1CE50	VOC
X	Rekombinant	XBB.1.5.56	#F1CE50	VOC
X	Rekombinant	XBB.1.5.57	#F1CE50	VOC
X	Rekombinant	XBB.1.5.58	#F1CE50	VOC
X	Rekombinant	XBB.1.5.59	#F1CE50	VOC
X	Rekombinant	XBB.1.5.6	#F1CE50	VOC
X	Rekombinant	XBB.1.5.60	#F1CE50	VOC
X	Rekombinant	XBB.1.5.61	#F1CE50	VOC
X	Rekombinant	XBB.1.5.62	#F1CE50	VOC
X	Rekombinant	XBB.1.5.63	#F1CE50	VOC
X	Rekombinant	XBB.1.5.64	#F1CE50	VOC
X	Rekombinant	XBB.1.5.65	#F1CE50	VOC
X	Rekombinant	XBB.1.5.66	#F1CE50	VOC
X	Rekombinant	XBB.1.5.67	#F1CE50	VOC
X	Rekombinant	XBB.1.5.68	#F1CE50	VOC
X	Rekombinant	XBB.1.5.69	#F1CE50	VOC
X	Rekombinant	XBB.1.5.7	#F1CE50	VOC
X	Rekombinant	XBB.1.5.70	#F1CE50	VOC
X	Rekombinant	XBB.1.5.71	#F1CE50	VOC
X	Rekombinant	XBB.1.5.72	#F1CE50	VOC
X	Rekombinant	XBB.1.5.73	#F1CE50	VOC
X	Rekombinant	XBB.1.5.74	#F1CE50	VOC
X	Rekombinant	XBB.1.5.75	#F1CE50	VOC
X	Rekombinant	XBB.1.5.76	#F1CE50	VOC
X	Rekombinant	XBB.1.5.77	#F1CE50	VOC
X	Rekombinant	XBB.1.5.78	#F1CE50	VOC
X	Rekombinant	XBB.1.5.79	#F1CE50	VOC
X	Rekombinant	XBB.1.5.8	#F1CE50	VOC
X	Rekombinant	XBB.1.5.80	#F1CE50	VOC
X	Rekombinant	XBB.1.5.81	#F1CE50	VOC
X	Rekombinant	XBB.1.5.82	#F1CE50	VOC
X	Rekombinant	XBB.1.5.83	#F1CE50	VOC
X	Rekombinant	XBB.1.5.84	#F1CE50	VOC
X	Rekombinant	XBB.1.5.85	#F1CE50	VOC
X	Rekombinant	XBB.1.5.86	#F1CE50	VOC
X	Rekombinant	XBB.1.5.87	#F1CE50	VOC
X	Rekombinant	XBB.1.5.88	#F1CE50	VOC
X	Rekombinant	XBB.1.5.89	#F1CE50	VOC
X	Rekombinant	XBB.1.5.9	#F1CE50	VOC
X	Rekombinant	XBB.1.5.90	#F1CE50	VOC
X	Rekombinant	XBB.1.5.91	#F1CE50	VOC
X	Rekombinant	XBB.1.5.92	#F1CE50	VOC
X	Rekombinant	XBB.1.5.93	#F1CE50	VOC
X	Rekombinant	XBB.1.5.94	#F1CE50	VOC
X	Rekombinant	XBB.1.5.95	#F1CE50	VOC
X	Rekombinant	XBB.1.5.96	#F1CE50	VOC
X	Rekombinant	XBB.1.5.97	#F1CE50	VOC
X	Rekombinant	XBB.1.5.98	#F1CE50	VOC
X	Rekombinant	XBB.1.5.99	#F1CE50	VOC
X	Rekombinant	XBB.1.6	#F1CE50	VOC
X	Rekombinant	XBB.1.7	#F1CE50	VOC
X	Rekombinant	XBB.1.8	#F1CE50	VOC
X	Rekombinant	XBB.1.9	#F1CE50	VOC
X	Rekombinant	XBB.1.9.1	#F1CE50	VOC
X	Rekombinant	XBB.1.9.2	#F1CE50	VOC
X	Rekombinant	XBB.1.9.3	#F1CE50	VOC
X	Rekombinant	XBB.1.9.4	#F1CE50	VOC
X	Rekombinant	XBB.1.9.5	#F1CE50	VOC
X	Rekombinant	XBB.1.9.6	#F1CE50	VOC
X	Rekombinant	XBB.1.9.7	#F1CE50	VOC
X	Rekombinant	XBB.2	#F1CE50	VOC
X	Rekombinant	XBB.2.1	#F1CE50	VOC
X	Rekombinant	XBB.2.10	#F1CE50	VOC
X	Rekombinant	XBB.2.11	#F1CE50	VOC
X	Rekombinant	XBB.2.11.1	#F1CE50	VOC
X	Rekombinant	XBB.2.12	#F1CE50	VOC
X	Rekombinant	XBB.2.2	#F1CE50	VOC
X	Rekombinant	XBB.2.3	#F1CE50	VOC
X	Rekombinant	XBB.2.3.1	#F1CE50	VOC
X	Rekombinant	XBB.2.3.10	#F1CE50	VOC
X	Rekombinant	XBB.2.3.11	#F1CE50	VOC
X	Rekombinant	XBB.2.3.12	#F1CE50	VOC
X	Rekombinant	XBB.2.3.13	#F1CE50	VOC
X	Rekombinant	XBB.2.3.14	#F1CE50	VOC
X	Rekombinant	XBB.2.3.2	#F1CE50	VOC
X	Rekombinant	XBB.2.3.3	#F1CE50	VOC
X	Rekombinant	XBB.2.3.4	#F1CE50	VOC
X	Rekombinant	XBB.2.3.5	#F1CE50	VOC
X	Rekombinant	XBB.2.3.6	#F1CE50	VOC
X	Rekombinant	XBB.2.3.7	#F1CE50	VOC
X	Rekombinant	XBB.2.3.8	#F1CE50	VOC
X	Rekombinant	XBB.2.3.9	#F1CE50	VOC
X	Rekombinant	XBB.2.4	#F1CE50	VOC
X	Rekombinant	XBB.2.5	#F1CE50	VOC
X	Rekombinant	XBB.2.6	#F1CE50	VOC
X	Rekombinant	XBB.2.6.1	#F1CE50	VOC
X	Rekombinant	XBB.2.6.2	#F1CE50	VOC
X	Rekombinant	XBB.2.6.3	#F1CE50	VOC
X	Rekombinant	XBB.2.7	#F1CE50	VOC
X	Rekombinant	XBB.2.7.1	#F1CE50	VOC
X	Rekombinant	XBB.2.8	#F1CE50	VOC
X	Rekombinant	XBB.2.9	#F1CE50	VOC
X	Rekombinant	XBB.3	#F1CE50	VOC
X	Rekombinant	XBB.3.1	#F1CE50	VOC
X	Rekombinant	XBB.3.2	#F1CE50	VOC
X	Rekombinant	XBB.3.3	#F1CE50	VOC
X	Rekombinant	XBB.3.4	#F1CE50	VOC
X	Rekombinant	XBB.3.5	#F1CE50	VOC
X	Rekombinant	XBB.4	#F1CE50	VOC
X	Rekombinant	XBB.4.1	#F1CE50	VOC
X	Rekombinant	XBB.5	#F1CE50	VOC
X	Rekombinant	XBB.6	#F1CE50	VOC
X	Rekombinant	XBB.6.1	#F1CE50	VOC
X	Rekombinant	XBB.7	#F1CE50	VOC
X	Rekombinant	XBB.8	#F1CE50	VOC
X	Rekombinant	XBB.8.1	#F1CE50	VOC
X	Rekombinant	XBB.8.2	#F1CE50	VOC
X	Rekombinant	XBB.9	#F1CE50	VOC
X	Rekombinant	XBC	#F1CE50	VOC
X	Rekombinant	XBC.1	#F1CE50	VOC
X	Rekombinant	XBC.1.1	#F1CE50	VOC
X	Rekombinant	XBC.1.1.1	#F1CE50	VOC
X	Rekombinant	XBC.1.1.2	#F1CE50	VOC
X	Rekombinant	XBC.1.2	#F1CE50	VOC
X	Rekombinant	XBC.1.2.1	#F1CE50	VOC
X	Rekombinant	XBC.1.3	#F1CE50	VOC
X	Rekombinant	XBC.1.4	#F1CE50	VOC
X	Rekombinant	XBC.1.5	#F1CE50	VOC
X	Rekombinant	XBC.1.6	#F1CE50	VOC
X	Rekombinant	XBC.1.6.1	#F1CE50	VOC
X	Rekombinant	XBC.1.6.2	#F1CE50	VOC
X	Rekombinant	XBC.1.6.3	#F1CE50	VOC
X	Rekombinant	XBC.1.6.4	#F1CE50	VOC
X	Rekombinant	XBC.1.7	#F1CE50	VOC
X	Rekombinant	XBC.2	#F1CE50	VOC
X	Rekombinant	XBC.2.1	#F1CE50	VOC
X	Rekombinant	XBD	#F1CE50	VOC
X	Rekombinant	XBE	#F1CE50	VOC
X	Rekombinant	XBF	#F1CE50	VOC
X	Rekombinant	XBF.1	#F1CE50	VOC
X	Rekombinant	XBF.1.1	#F1CE50	VOC
X	Rekombinant	XBF.10	#F1CE50	VOC
X	Rekombinant	XBF.2	#F1CE50	VOC
X	Rekombinant	XBF.3	#F1CE50	VOC
X	Rekombinant	XBF.4	#F1CE50	VOC
X	Rekombinant	XBF.5	#F1CE50	VOC
X	Rekombinant	XBF.6	#F1CE50	VOC
X	Rekombinant	XBF.7	#F1CE50	VOC
X	Rekombinant	XBF.7.1	#F1CE50	VOC
X	Rekombinant	XBF.8	#F1CE50	VOC
X	Rekombinant	XBF.8.1	#F1CE50	VOC
X	Rekombinant	XBF.9	#F1CE50	VOC
X	Rekombinant	XBG	#F1CE50	VOC
X	Rekombinant	XBH	#F1CE50	VOC
X	Rekombinant	XBJ	#F1CE50	VOC
X	Rekombinant	XBJ.1	#F1CE50	VOC
X	Rekombinant	XBJ.1.1	#F1CE50	VOC
X	Rekombinant	XBJ.2	#F1CE50	VOC
X	Rekombinant	XBJ.3	#F1CE50	VOC
X	Rekombinant	XBJ.4	#F1CE50	VOC
X	Rekombinant	XBK	#F1CE50	VOC
