LINEAGE	WHO_LABEL	CONTRIBUTING_LINEAGES	COLOR	variant_category
BA.2	Omikron	BA.2.83	#F1CE61	VOC
BA.2	Omikron	BA.2.85	#F1CE61	VOC
BA.2	Omikron	BA.2.86	#F1CE61	VOC
BA.2	Omikron	BA.2.86.1	#F1CE61	VOC
BA.2	Omikron	BA.2.9	#F1CE61	VOC
BA.2	Omikron	BA.2.9.1	#F1CE61	VOC
BA.2	Omikron	BA.2.9.2	#F1CE61	VOC
BA.2	Omikron	BA.2.9.3	#F1CE61	VOC
BA.2	Omikron	BA.2.9.4	#F1CE61	VOC
BA.2	Omikron	BA.2.9.5	#F1CE61	VOC
BA.2	Omikron	BA.2.9.6	#F1CE61	VOC
BA.2	Omikron	BA.2.9.7	#F1CE61	VOC
BA.2	Omikron	BG.1	#F1CE61	VOC
BA.2	Omikron	BG.2	#F1CE61	VOC
BA.2	Omikron	BG.3	#F1CE61	VOC
BA.2	Omikron	BG.4	#F1CE61	VOC
BA.2	Omikron	BG.5	#F1CE61	VOC
BA.2	Omikron	BG.6	#F1CE61	VOC
BA.2	Omikron	BG.7	#F1CE61	VOC
BA.2	Omikron	BH.1	#F1CE61	VOC
BA.2	Omikron	BJ.1	#F1CE61	VOC
BA.2	Omikron	BL.1	#F1CE61	VOC
BA.2	Omikron	BL.1.1	#F1CE61	VOC
BA.2	Omikron	BL.1.2	#F1CE61	VOC
BA.2	Omikron	BL.1.3	#F1CE61	VOC
BA.2	Omikron	BL.1.4	#F1CE61	VOC
BA.2	Omikron	BL.1.5	#F1CE61	VOC
BA.2	Omikron	BL.2	#F1CE61	VOC
BA.2	Omikron	BL.2.1	#F1CE61	VOC
BA.2	Omikron	BL.3	#F1CE61	VOC
BA.2	Omikron	BL.4	#F1CE61	VOC
BA.2	Omikron	BL.5	#F1CE61	VOC
BA.2	Omikron	BL.6	#F1CE61	VOC
BA.2	Omikron	BM.1	#F1CE61	VOC
BA.2	Omikron	BM.1.1	#F1CE61	VOC
BA.2	Omikron	BM.1.1.1	#F1CE61	VOC
BA.2	Omikron	BM.1.1.2	#F1CE61	VOC
BA.2	Omikron	BM.1.1.3	#F1CE61	VOC
BA.2	Omikron	BM.1.1.4	#F1CE61	VOC
BA.2	Omikron	BM.1.1.5	#F1CE61	VOC
BA.2	Omikron	BM.2	#F1CE61	VOC
BA.2	Omikron	BM.2.1	#F1CE61	VOC
BA.2	Omikron	BM.2.2	#F1CE61	VOC
BA.2	Omikron	BM.2.3	#F1CE61	VOC
BA.2	Omikron	BM.3	#F1CE61	VOC
BA.2	Omikron	BM.4	#F1CE61	VOC
BA.2	Omikron	BM.4.1	#F1CE61	VOC
BA.2	Omikron	BM.4.1.1	#F1CE61	VOC
BA.2	Omikron	BM.5	#F1CE61	VOC
BA.2	Omikron	BM.6	#F1CE61	VOC
BA.2	Omikron	BN.1	#F1CE61	VOC
BA.2	Omikron	BN.1.1	#F1CE61	VOC
BA.2	Omikron	BN.1.1.1	#F1CE61	VOC
BA.2	Omikron	BN.1.10	#F1CE61	VOC
BA.2	Omikron	BN.1.11	#F1CE61	VOC
BA.2	Omikron	BN.1.2	#F1CE61	VOC
BA.2	Omikron	BN.1.2.1	#F1CE61	VOC
BA.2	Omikron	BN.1.2.2	#F1CE61	VOC
BA.2	Omikron	BN.1.2.3	#F1CE61	VOC
BA.2	Omikron	BN.1.2.4	#F1CE61	VOC
BA.2	Omikron	BN.1.2.5	#F1CE61	VOC
BA.2	Omikron	BN.1.2.6	#F1CE61	VOC
BA.2	Omikron	BN.1.2.7	#F1CE61	VOC
BA.2	Omikron	BN.1.3	#F1CE61	VOC
BA.2	Omikron	BN.1.3.1	#F1CE61	VOC
BA.2	Omikron	BN.1.3.10	#F1CE61	VOC
BA.2	Omikron	BN.1.3.11	#F1CE61	VOC
BA.2	Omikron	BN.1.3.12	#F1CE61	VOC
BA.2	Omikron	BN.1.3.13	#F1CE61	VOC
BA.2	Omikron	BN.1.3.2	#F1CE61	VOC
BA.2	Omikron	BN.1.3.3	#F1CE61	VOC
BA.2	Omikron	BN.1.3.4	#F1CE61	VOC
BA.2	Omikron	BN.1.3.5	#F1CE61	VOC
BA.2	Omikron	BN.1.3.6	#F1CE61	VOC
BA.2	Omikron	BN.1.3.7	#F1CE61	VOC
BA.2	Omikron	BN.1.3.8	#F1CE61	VOC
BA.2	Omikron	BN.1.3.9	#F1CE61	VOC
BA.2	Omikron	BN.1.4	#F1CE61	VOC
BA.2	Omikron	BN.1.4.1	#F1CE61	VOC
BA.2	Omikron	BN.1.4.2	#F1CE61	VOC
BA.2	Omikron	BN.1.4.3	#F1CE61	VOC
BA.2	Omikron	BN.1.4.4	#F1CE61	VOC
BA.2	Omikron	BN.1.4.5	#F1CE61	VOC
BA.2	Omikron	BN.1.5	#F1CE61	VOC
BA.2	Omikron	BN.1.5.1	#F1CE61	VOC
BA.2	Omikron	BN.1.5.2	#F1CE61	VOC
BA.2	Omikron	BN.1.6	#F1CE61	VOC
BA.2	Omikron	BN.1.7	#F1CE61	VOC
BA.2	Omikron	BN.1.8	#F1CE61	VOC
BA.2	Omikron	BN.1.9	#F1CE61	VOC
BA.2	Omikron	BN.2	#F1CE61	VOC
BA.2	Omikron	BN.2.1	#F1CE61	VOC
BA.2	Omikron	BN.3	#F1CE61	VOC
BA.2	Omikron	BN.3.1	#F1CE61	VOC
BA.2	Omikron	BN.4	#F1CE61	VOC
BA.2	Omikron	BN.5	#F1CE61	VOC
BA.2	Omikron	BN.6	#F1CE61	VOC
BA.2	Omikron	BP.1	#F1CE61	VOC
BA.2	Omikron	BR.1	#F1CE61	VOC
BA.2	Omikron	BR.1.1	#F1CE61	VOC
BA.2	Omikron	BR.1.2	#F1CE61	VOC
BA.2	Omikron	BR.2	#F1CE61	VOC
BA.2	Omikron	BR.2.1	#F1CE61	VOC
BA.2	Omikron	BR.3	#F1CE61	VOC
BA.2	Omikron	BR.4	#F1CE61	VOC
BA.2	Omikron	BR.5	#F1CE61	VOC
BA.2	Omikron	BR.5.1	#F1CE61	VOC
BA.2	Omikron	BS.1	#F1CE61	VOC
BA.2	Omikron	BS.1.1	#F1CE61	VOC
BA.2	Omikron	BS.1.2	#F1CE61	VOC
BA.2	Omikron	BY.1	#F1CE61	VOC
BA.2	Omikron	BY.1.1	#F1CE61	VOC
BA.2	Omikron	BY.1.1.1	#F1CE61	VOC
BA.2	Omikron	BY.1.2	#F1CE61	VOC
BA.2	Omikron	BY.1.2.1	#F1CE61	VOC
BA.2	Omikron	CA.1	#F1CE61	VOC
BA.2	Omikron	CA.2	#F1CE61	VOC
BA.2	Omikron	CA.3	#F1CE61	VOC
BA.2	Omikron	CA.3.1	#F1CE61	VOC
BA.2	Omikron	CA.4	#F1CE61	VOC
BA.2	Omikron	CA.5	#F1CE61	VOC
BA.2	Omikron	CA.6	#F1CE61	VOC
BA.2	Omikron	CA.7	#F1CE61	VOC
BA.2	Omikron	CB.1	#F1CE61	VOC
BA.2	Omikron	CH.1	#F1CE61	VOC
BA.2	Omikron	CH.1.1	#F1CE61	VOC
BA.2	Omikron	CH.1.1.1	#F1CE61	VOC
BA.2	Omikron	CH.1.1.10	#F1CE61	VOC
BA.2	Omikron	CH.1.1.11	#F1CE61	VOC
BA.2	Omikron	CH.1.1.12	#F1CE61	VOC
BA.2	Omikron	CH.1.1.13	#F1CE61	VOC
BA.2	Omikron	CH.1.1.14	#F1CE61	VOC
BA.2	Omikron	CH.1.1.15	#F1CE61	VOC
BA.2	Omikron	CH.1.1.16	#F1CE61	VOC
BA.2	Omikron	CH.1.1.17	#F1CE61	VOC
BA.2	Omikron	CH.1.1.18	#F1CE61	VOC
BA.2	Omikron	CH.1.1.19	#F1CE61	VOC
BA.2	Omikron	CH.1.1.2	#F1CE61	VOC
BA.2	Omikron	CH.1.1.20	#F1CE61	VOC
BA.2	Omikron	CH.1.1.21	#F1CE61	VOC
BA.2	Omikron	CH.1.1.22	#F1CE61	VOC
BA.2	Omikron	CH.1.1.23	#F1CE61	VOC
BA.2	Omikron	CH.1.1.24	#F1CE61	VOC
BA.2	Omikron	CH.1.1.25	#F1CE61	VOC
BA.2	Omikron	CH.1.1.26	#F1CE61	VOC
BA.2	Omikron	CH.1.1.27	#F1CE61	VOC
BA.2	Omikron	CH.1.1.28	#F1CE61	VOC
BA.2	Omikron	CH.1.1.29	#F1CE61	VOC
BA.2	Omikron	CH.1.1.3	#F1CE61	VOC
BA.2	Omikron	CH.1.1.30	#F1CE61	VOC
BA.2	Omikron	CH.1.1.4	#F1CE61	VOC
BA.2	Omikron	CH.1.1.5	#F1CE61	VOC
BA.2	Omikron	CH.1.1.6	#F1CE61	VOC
BA.2	Omikron	CH.1.1.7	#F1CE61	VOC
BA.2	Omikron	CH.1.1.8	#F1CE61	VOC
BA.2	Omikron	CH.1.1.9	#F1CE61	VOC
BA.2	Omikron	CH.2	#F1CE61	VOC
BA.2	Omikron	CH.3	#F1CE61	VOC
BA.2	Omikron	CH.3.1	#F1CE61	VOC
BA.2	Omikron	CJ.1	#F1CE61	VOC
BA.2	Omikron	CJ.1.1	#F1CE61	VOC
BA.2	Omikron	CJ.1.2	#F1CE61	VOC
BA.2	Omikron	CJ.1.3	#F1CE61	VOC
BA.2	Omikron	CJ.1.3.1	#F1CE61	VOC
BA.2	Omikron	CJ.1.3.2	#F1CE61	VOC
BA.2	Omikron	CM.1	#F1CE61	VOC
BA.2	Omikron	CM.10	#F1CE61	VOC
BA.2	Omikron	CM.11	#F1CE61	VOC
BA.2	Omikron	CM.12	#F1CE61	VOC
BA.2	Omikron	CM.2	#F1CE61	VOC
BA.2	Omikron	CM.2.1	#F1CE61	VOC
BA.2	Omikron	CM.3	#F1CE61	VOC
BA.2	Omikron	CM.4	#F1CE61	VOC
BA.2	Omikron	CM.4.1	#F1CE61	VOC
BA.2	Omikron	CM.5	#F1CE61	VOC
BA.2	Omikron	CM.5.1	#F1CE61	VOC
BA.2	Omikron	CM.5.2	#F1CE61	VOC
BA.2	Omikron	CM.6	#F1CE61	VOC
BA.2	Omikron	CM.6.1	#F1CE61	VOC
BA.2	Omikron	CM.7	#F1CE61	VOC
BA.2	Omikron	CM.7.1	#F1CE61	VOC
BA.2	Omikron	CM.7.1.1	#F1CE61	VOC
BA.2	Omikron	CM.8	#F1CE61	VOC
BA.2	Omikron	CM.8.1	#F1CE61	VOC
BA.2	Omikron	CM.8.1.1	#F1CE61	VOC
BA.2	Omikron	CM.8.1.2	#F1CE61	VOC
BA.2	Omikron	CM.8.1.3	#F1CE61	VOC
BA.2	Omikron	CM.8.1.4	#F1CE61	VOC
BA.2	Omikron	CM.8.1.5	#F1CE61	VOC
BA.2	Omikron	CM.9	#F1CE61	VOC
BA.2	Omikron	CV.1	#F1CE61	VOC
BA.2	Omikron	CV.2	#F1CE61	VOC
BA.2	Omikron	DD.1	#F1CE61	VOC
BA.2	Omikron	DS.1	#F1CE61	VOC
BA.2	Omikron	DS.2	#F1CE61	VOC
BA.2	Omikron	DS.3	#F1CE61	VOC
BA.2	Omikron	DV.1	#F1CE61	VOC
BA.2	Omikron	DV.1.1	#F1CE61	VOC
BA.2	Omikron	DV.2	#F1CE61	VOC
BA.2	Omikron	DV.3	#F1CE61	VOC
BA.2	Omikron	DV.3.1	#F1CE61	VOC
BA.2	Omikron	DV.4	#F1CE61	VOC
BA.2	Omikron	DV.5	#F1CE61	VOC
BA.2	Omikron	DV.6	#F1CE61	VOC
BA.2	Omikron	DV.6.1	#F1CE61	VOC
BA.2	Omikron	DV.6.2	#F1CE61	VOC
BA.2	Omikron	DV.7	#F1CE61	VOC
BA.2	Omikron	DV.7.1	#F1CE61	VOC
BA.2	Omikron	DV.7.2	#F1CE61	VOC
BA.2	Omikron	DV.8	#F1CE61	VOC
BA.2	Omikron	EJ.1	#F1CE61	VOC
BA.2	Omikron	EJ.2	#F1CE61	VOC
BA.2	Omikron	EJ.3	#F1CE61	VOC
BA.2	Omikron	EP.1	#F1CE61	VOC
BA.2	Omikron	EP.2	#F1CE61	VOC
BA.2	Omikron	FJ.1	#F1CE61	VOC
BA.2	Omikron	FK.1	#F1CE61	VOC
BA.2	Omikron	FK.1.1	#F1CE61	VOC
BA.2	Omikron	FK.1.1.1	#F1CE61	VOC
BA.2	Omikron	FK.1.1.2	#F1CE61	VOC
BA.2	Omikron	FK.1.2	#F1CE61	VOC
BA.2	Omikron	FK.1.2.1	#F1CE61	VOC
BA.2	Omikron	FK.1.2.2	#F1CE61	VOC
BA.2	Omikron	FK.1.3	#F1CE61	VOC
BA.2	Omikron	FK.1.3.1	#F1CE61	VOC
BA.2	Omikron	FK.1.3.2	#F1CE61	VOC
BA.2	Omikron	FK.1.4	#F1CE61	VOC
BA.2	Omikron	FK.1.4.1	#F1CE61	VOC
BA.2	Omikron	FK.1.5	#F1CE61	VOC
BA.2	Omikron	FR.1	#F1CE61	VOC
BA.2	Omikron	FR.1.1	#F1CE61	VOC
BA.2	Omikron	FR.1.2	#F1CE61	VOC
BA.2	Omikron	FR.1.3	#F1CE61	VOC
BA.2	Omikron	FR.1.4	#F1CE61	VOC
BA.2	Omikron	FR.2	#F1CE61	VOC
BA.2	Omikron	FS.1	#F1CE61	VOC
BA.2	Omikron	FV.1	#F1CE61	VOC
BA.2	Omikron	GP.1	#F1CE61	VOC
BA.2	Omikron	GP.2	#F1CE61	VOC
BA.2	Omikron	GP.3	#F1CE61	VOC
BA.2	Omikron	GQ.1	#F1CE61	VOC
BA.2	Omikron	GQ.1.1	#F1CE61	VOC
BA.2	Omikron	JL.1	#F1CE61	VOC
BA.3	Omikron	BA.3	#F1CE69	VOC
BA.3	Omikron	BA.3.1	#F1CE69	VOC
BA.4	Omikron	BA.4	#F1CE65	VOC
BA.4	Omikron	BA.4.1	#F1CE65	VOC
BA.4	Omikron	BA.4.1.1	#F1CE65	VOC
BA.4	Omikron	BA.4.1.10	#F1CE65	VOC
BA.4	Omikron	BA.4.1.11	#F1CE65	VOC
BA.4	Omikron	BA.4.1.2	#F1CE65	VOC
BA.4	Omikron	BA.4.1.3	#F1CE65	VOC
BA.4	Omikron	BA.4.1.4	#F1CE65	VOC
BA.4	Omikron	BA.4.1.5	#F1CE65	VOC
BA.4	Omikron	BA.4.1.6	#F1CE65	VOC
BA.4	Omikron	BA.4.1.7	#F1CE65	VOC
BA.4	Omikron	BA.4.1.8	#F1CE65	VOC
BA.4	Omikron	BA.4.1.9	#F1CE65	VOC
BA.4	Omikron	BA.4.2	#F1CE65	VOC
BA.4	Omikron	BA.4.3	#F1CE65	VOC
BA.4	Omikron	BA.4.4	#F1CE65	VOC
BA.4	Omikron	BA.4.5	#F1CE65	VOC
BA.4	Omikron	BA.4.6	#F1CE65	VOC
BA.4	Omikron	BA.4.6.1	#F1CE65	VOC
BA.4	Omikron	BA.4.6.2	#F1CE65	VOC
BA.4	Omikron	BA.4.6.3	#F1CE65	VOC
BA.4	Omikron	BA.4.6.4	#F1CE65	VOC
BA.4	Omikron	BA.4.6.5	#F1CE65	VOC
BA.4	Omikron	BA.4.7	#F1CE65	VOC
BA.4	Omikron	BA.4.8	#F1CE65	VOC
BA.4	Omikron	CS.1	#F1CE65	VOC
BA.4	Omikron	DC.1	#F1CE65	VOC
BA.5	Omikron	BA.5	#F1CE67	VOC
BA.5	Omikron	BA.5.1	#F1CE67	VOC
BA.5	Omikron	BA.5.1.1	#F1CE67	VOC
BA.5	Omikron	BA.5.1.10	#F1CE67	VOC
BA.5	Omikron	BA.5.1.11	#F1CE67	VOC
BA.5	Omikron	BA.5.1.12	#F1CE67	VOC
BA.5	Omikron	BA.5.1.14	#F1CE67	VOC
BA.5	Omikron	BA.5.1.15	#F1CE67	VOC
BA.5	Omikron	BA.5.1.16	#F1CE67	VOC
BA.5	Omikron	BA.5.1.17	#F1CE67	VOC
BA.5	Omikron	BA.5.1.18	#F1CE67	VOC
BA.5	Omikron	BA.5.1.19	#F1CE67	VOC
BA.5	Omikron	BA.5.1.2	#F1CE67	VOC
BA.5	Omikron	BA.5.1.20	#F1CE67	VOC
BA.5	Omikron	BA.5.1.21	#F1CE67	VOC
BA.5	Omikron	BA.5.1.22	#F1CE67	VOC
BA.5	Omikron	BA.5.1.23	#F1CE67	VOC
BA.5	Omikron	BA.5.1.24	#F1CE67	VOC
BA.5	Omikron	BA.5.1.25	#F1CE67	VOC
BA.5	Omikron	BA.5.1.26	#F1CE67	VOC
BA.5	Omikron	BA.5.1.27	#F1CE67	VOC
BA.5	Omikron	BA.5.1.28	#F1CE67	VOC
BA.5	Omikron	BA.5.1.29	#F1CE67	VOC
BA.5	Omikron	BA.5.1.3	#F1CE67	VOC
BA.5	Omikron	BA.5.1.30	#F1CE67	VOC
BA.5	Omikron	BA.5.1.31	#F1CE67	VOC
BA.5	Omikron	BA.5.1.32	#F1CE67	VOC
BA.5	Omikron	BA.5.1.33	#F1CE67	VOC
BA.5	Omikron	BA.5.1.34	#F1CE67	VOC
BA.5	Omikron	BA.5.1.35	#F1CE67	VOC
BA.5	Omikron	BA.5.1.36	#F1CE67	VOC
BA.5	Omikron	BA.5.1.37	#F1CE67	VOC
BA.5	Omikron	BA.5.1.38	#F1CE67	VOC
BA.5	Omikron	BA.5.1.4	#F1CE67	VOC
BA.5	Omikron	BA.5.1.5	#F1CE67	VOC
BA.5	Omikron	BA.5.1.6	#F1CE67	VOC
BA.5	Omikron	BA.5.1.7	#F1CE67	VOC
BA.5	Omikron	BA.5.1.8	#F1CE67	VOC
BA.5	Omikron	BA.5.1.9	#F1CE67	VOC
BA.5	Omikron	BA.5.10	#F1CE67	VOC
BA.5	Omikron	BA.5.10.1	#F1CE67	VOC
BA.5	Omikron	BA.5.11	#F1CE67	VOC
BA.5	Omikron	BA.5.12	#F1CE67	VOC
BA.5	Omikron	BA.5.2	#F1CE67	VOC
BA.5	Omikron	BA.5.2.1	#F1CE67	VOC
BA.5	Omikron	BA.5.2.10	#F1CE67	VOC
BA.5	Omikron	BA.5.2.11	#F1CE67	VOC
BA.5	Omikron	BA.5.2.12	#F1CE67	VOC
BA.5	Omikron	BA.5.2.13	#F1CE67	VOC
BA.5	Omikron	BA.5.2.14	#F1CE67	VOC
BA.5	Omikron	BA.5.2.16	#F1CE67	VOC
BA.5	Omikron	BA.5.2.18	#F1CE67	VOC
BA.5	Omikron	BA.5.2.19	#F1CE67	VOC
BA.5	Omikron	BA.5.2.2	#F1CE67	VOC
BA.5	Omikron	BA.5.2.20	#F1CE67	VOC
BA.5	Omikron	BA.5.2.21	#F1CE67	VOC
BA.5	Omikron	BA.5.2.22	#F1CE67	VOC
BA.5	Omikron	BA.5.2.23	#F1CE67	VOC
BA.5	Omikron	BA.5.2.24	#F1CE67	VOC
BA.5	Omikron	BA.5.2.25	#F1CE67	VOC
BA.5	Omikron	BA.5.2.26	#F1CE67	VOC
BA.5	Omikron	BA.5.2.27	#F1CE67	VOC
BA.5	Omikron	BA.5.2.28	#F1CE67	VOC
BA.5	Omikron	BA.5.2.29	#F1CE67	VOC
BA.5	Omikron	BA.5.2.3	#F1CE67	VOC
BA.5	Omikron	BA.5.2.30	#F1CE67	VOC
BA.5	Omikron	BA.5.2.31	#F1CE67	VOC
BA.5	Omikron	BA.5.2.32	#F1CE67	VOC
BA.5	Omikron	BA.5.2.33	#F1CE67	VOC
BA.5	Omikron	BA.5.2.34	#F1CE67	VOC
BA.5	Omikron	BA.5.2.35	#F1CE67	VOC
BA.5	Omikron	BA.5.2.36	#F1CE67	VOC
BA.5	Omikron	BA.5.2.37	#F1CE67	VOC
BA.5	Omikron	BA.5.2.38	#F1CE67	VOC
BA.5	Omikron	BA.5.2.39	#F1CE67	VOC
BA.5	Omikron	BA.5.2.4	#F1CE67	VOC
BA.5	Omikron	BA.5.2.40	#F1CE67	VOC
BA.5	Omikron	BA.5.2.41	#F1CE67	VOC
BA.5	Omikron	BA.5.2.42	#F1CE67	VOC
BA.5	Omikron	BA.5.2.43	#F1CE67	VOC
BA.5	Omikron	BA.5.2.44	#F1CE67	VOC
BA.5	Omikron	BA.5.2.45	#F1CE67	VOC
BA.5	Omikron	BA.5.2.46	#F1CE67	VOC
BA.5	Omikron	BA.5.2.47	#F1CE67	VOC
BA.5	Omikron	BA.5.2.48	#F1CE67	VOC
BA.5	Omikron	BA.5.2.49	#F1CE67	VOC
BA.5	Omikron	BA.5.2.5	#F1CE67	VOC
BA.5	Omikron	BA.5.2.50	#F1CE67	VOC
BA.5	Omikron	BA.5.2.51	#F1CE67	VOC
BA.5	Omikron	BA.5.2.52	#F1CE67	VOC
BA.5	Omikron	BA.5.2.53	#F1CE67	VOC
BA.5	Omikron	BA.5.2.54	#F1CE67	VOC
BA.5	Omikron	BA.5.2.55	#F1CE67	VOC
BA.5	Omikron	BA.5.2.56	#F1CE67	VOC
BA.5	Omikron	BA.5.2.57	#F1CE67	VOC
BA.5	Omikron	BA.5.2.58	#F1CE67	VOC
BA.5	Omikron	BA.5.2.59	#F1CE67	VOC
BA.5	Omikron	BA.5.2.6	#F1CE67	VOC
BA.5	Omikron	BA.5.2.60	#F1CE67	VOC
BA.5	Omikron	BA.5.2.61	#F1CE67	VOC
BA.5	Omikron	BA.5.2.62	#F1CE67	VOC
BA.5	Omikron	BA.5.2.63	#F1CE67	VOC
BA.5	Omikron	BA.5.2.7	#F1CE67	VOC
BA.5	Omikron	BA.5.2.8	#F1CE67	VOC
BA.5	Omikron	BA.5.2.9	#F1CE67	VOC
BA.5	Omikron	BA.5.3	#F1CE67	VOC
BA.5	Omikron	BA.5.3.1	#F1CE67	VOC
BA.5	Omikron	BA.5.3.2	#F1CE67	VOC
BA.5	Omikron	BA.5.3.3	#F1CE67	VOC
BA.5	Omikron	BA.5.3.4	#F1CE67	VOC
BA.5	Omikron	BA.5.3.5	#F1CE67	VOC
BA.5	Omikron	BA.5.5	#F1CE67	VOC
BA.5	Omikron	BA.5.5.1	#F1CE67	VOC
BA.5	Omikron	BA.5.5.2	#F1CE67	VOC
BA.5	Omikron	BA.5.5.3	#F1CE67	VOC
BA.5	Omikron	BA.5.6	#F1CE67	VOC
BA.5	Omikron	BA.5.6.1	#F1CE67	VOC
BA.5	Omikron	BA.5.6.2	#F1CE67	VOC
BA.5	Omikron	BA.5.6.3	#F1CE67	VOC
BA.5	Omikron	BA.5.6.4	#F1CE67	VOC
BA.5	Omikron	BA.5.7	#F1CE67	VOC
BA.5	Omikron	BA.5.8	#F1CE67	VOC
BA.5	Omikron	BA.5.9	#F1CE67	VOC
BA.5	Omikron	BE.1	#F1CE67	VOC
BA.5	Omikron	BE.1.1	#F1CE67	VOC
BA.5	Omikron	BE.1.1.1	#F1CE67	VOC
BA.5	Omikron	BE.1.1.2	#F1CE67	VOC
BA.5	Omikron	BE.1.2	#F1CE67	VOC
BA.5	Omikron	BE.1.2.1	#F1CE67	VOC
BA.5	Omikron	BE.1.3	#F1CE67	VOC
BA.5	Omikron	BE.1.4	#F1CE67	VOC
BA.5	Omikron	BE.1.4.1	#F1CE67	VOC
BA.5	Omikron	BE.1.4.2	#F1CE67	VOC
BA.5	Omikron	BE.1.4.3	#F1CE67	VOC
BA.5	Omikron	BE.1.4.4	#F1CE67	VOC
BA.5	Omikron	BE.10	#F1CE67	VOC
BA.5	Omikron	BE.11	#F1CE67	VOC
BA.5	Omikron	BE.12	#F1CE67	VOC
BA.5	Omikron	BE.13	#F1CE67	VOC
BA.5	Omikron	BE.2	#F1CE67	VOC
BA.5	Omikron	BE.3	#F1CE67	VOC
BA.5	Omikron	BE.4	#F1CE67	VOC
BA.5	Omikron	BE.4.1	#F1CE67	VOC
BA.5	Omikron	BE.4.1.1	#F1CE67	VOC
BA.5	Omikron	BE.4.2	#F1CE67	VOC
BA.5	Omikron	BE.5	#F1CE67	VOC
BA.5	Omikron	BE.6	#F1CE67	VOC
BA.5	Omikron	BE.7	#F1CE67	VOC
BA.5	Omikron	BE.8	#F1CE67	VOC
BA.5	Omikron	BE.9	#F1CE67	VOC
BA.5	Omikron	BF.1	#F1CE67	VOC
BA.5	Omikron	BF.1.1	#F1CE67	VOC
BA.5	Omikron	BF.10	#F1CE67	VOC
BA.5	Omikron	BF.10.1	#F1CE67	VOC
BA.5	Omikron	BF.11	#F1CE67	VOC
BA.5	Omikron	BF.11.1	#F1CE67	VOC
BA.5	Omikron	BF.11.2	#F1CE67	VOC
BA.5	Omikron	BF.11.3	#F1CE67	VOC
BA.5	Omikron	BF.11.4	#F1CE67	VOC
BA.5	Omikron	BF.11.5	#F1CE67	VOC
BA.5	Omikron	BF.12	#F1CE67	VOC
BA.5	Omikron	BF.13	#F1CE67	VOC
BA.5	Omikron	BF.14	#F1CE67	VOC
BA.5	Omikron	BF.15	#F1CE67	VOC
BA.5	Omikron	BF.16	#F1CE67	VOC
BA.5	Omikron	BF.17	#F1CE67	VOC
BA.5	Omikron	BF.18	#F1CE67	VOC
BA.5	Omikron	BF.19	#F1CE67	VOC
BA.5	Omikron	BF.2	#F1CE67	VOC
BA.5	Omikron	BF.20	#F1CE67	VOC
BA.5	Omikron	BF.21	#F1CE67	VOC
BA.5	Omikron	BF.22	#F1CE67	VOC
BA.5	Omikron	BF.23	#F1CE67	VOC
BA.5	Omikron	BF.24	#F1CE67	VOC
BA.5	Omikron	BF.25	#F1CE67	VOC
BA.5	Omikron	BF.26	#F1CE67	VOC
BA.5	Omikron	BF.27	#F1CE67	VOC
BA.5	Omikron	BF.28	#F1CE67	VOC
BA.5	Omikron	BF.29	#F1CE67	VOC
BA.5	Omikron	BF.3	#F1CE67	VOC
BA.5	Omikron	BF.3.1	#F1CE67	VOC
BA.5	Omikron	BF.30	#F1CE67	VOC
BA.5	Omikron	BF.31	#F1CE67	VOC
BA.5	Omikron	BF.31.1	#F1CE67	VOC
BA.5	Omikron	BF.32	#F1CE67	VOC
BA.5	Omikron	BF.33	#F1CE67	VOC
BA.5	Omikron	BF.34	#F1CE67	VOC
BA.5	Omikron	BF.35	#F1CE67	VOC
BA.5	Omikron	BF.36	#F1CE67	VOC
BA.5	Omikron	BF.37	#F1CE67	VOC
BA.5	Omikron	BF.38	#F1CE67	VOC
BA.5	Omikron	BF.38.1	#F1CE67	VOC
BA.5	Omikron	BF.38.2	#F1CE67	VOC
BA.5	Omikron	BF.38.3	#F1CE67	VOC
BA.5	Omikron	BF.39	#F1CE67	VOC
BA.5	Omikron	BF.39.1	#F1CE67	VOC
BA.5	Omikron	BF.4	#F1CE67	VOC
BA.5	Omikron	BF.40	#F1CE67	VOC
BA.5	Omikron	BF.41	#F1CE67	VOC
BA.5	Omikron	BF.41.1	#F1CE67	VOC
BA.5	Omikron	BF.42	#F1CE67	VOC
BA.5	Omikron	BF.5	#F1CE67	VOC
BA.5	Omikron	BF.5.1	#F1CE67	VOC
BA.5	Omikron	BF.5.2	#F1CE67	VOC
BA.5	Omikron	BF.5.3	#F1CE67	VOC
BA.5	Omikron	BF.5.4	#F1CE67	VOC
BA.5	Omikron	BF.5.5	#F1CE67	VOC
BA.5	Omikron	BF.6	#F1CE67	VOC
BA.5	Omikron	BF.7	#F1CE67	VOC
BA.5	Omikron	BF.7.1	#F1CE67	VOC
BA.5	Omikron	BF.7.10	#F1CE67	VOC
BA.5	Omikron	BF.7.11	#F1CE67	VOC
BA.5	Omikron	BF.7.12	#F1CE67	VOC
BA.5	Omikron	BF.7.13	#F1CE67	VOC
BA.5	Omikron	BF.7.13.1	#F1CE67	VOC
BA.5	Omikron	BF.7.13.2	#F1CE67	VOC
BA.5	Omikron	BF.7.14	#F1CE67	VOC
BA.5	Omikron	BF.7.14.1	#F1CE67	VOC
BA.5	Omikron	BF.7.14.2	#F1CE67	VOC
BA.5	Omikron	BF.7.14.3	#F1CE67	VOC
